ASV;host_species;Phylum;Class;Order;Family;Genus;Species;Prevalence;TotalAbundance;MeanAbundance;RelAbund;RelPrev;meanUniq;Sample_size;closeness;betweenness;degree;hubbiness;weighted_deg;sum_pos;sum_neg;Freq_won;Freq_lost;Proportion_positive;proportion_negative
98f2d19ba5638638a4c06ae468b42f6a;Deer;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella;D_6__uncultured bacterium;79;1025;0.000753676;0.075367647;0.580882353;0.067871338;136;0.01245055;30558;34;0.583253938;2.171477227;21;13;7;6;0.617647059;0.382352941
98f3eefd15ff45a0ebd2c5813de1e001;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;56;418;0.000307353;0.030735294;0.411764706;0.035617326;136;0.012570019;1726;29;0.150332414;0.945612819;19;10;4;6;0.655172414;0.344827586
9904009a0e14e24b0a6e25eeeeff3e95;Meerkat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 9;NA;10;67;0.000152273;0.015227273;0.227272727;0.057895728;44;0.022544644;7319;15;0.440771115;1.494236448;11;4;5;5;0.733333333;0.266666667
9904009a0e14e24b0a6e25eeeeff3e95;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 9;NA;23;239;0.000175735;0.017573529;0.169117647;0.042728935;136;0.010684856;0;25;0.276515503;1.503277549;19;6;5;5;0.76;0.24
9908fffab7ed4f3bec44cda2f5084d49;Meerkat;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;NA;33;3720;0.008454545;0.845454545;0.75;0.041008695;44;0.013965637;0;6;0.049875216;0.948551083;3;3;3;1;0.5;0.5
9908fffab7ed4f3bec44cda2f5084d49;Spinyrat;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;NA;21;7069;0.003606633;0.360663265;0.107142857;0.144103;196;1.57E-05;579;5;0.321931559;0.444019132;4;1;3;1;0.8;0.2
9908fffab7ed4f3bec44cda2f5084d49;Mouselemur;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;NA;40;1699;0.000933516;0.093351648;0.21978022;0.150678952;182;3.14E-05;0;0;5.34E-18;0;0;0;3;1;0;1
99563c957ae85552657dba297a65e5af;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;D_6__uncultured bacterium;66;491;0.00025051;0.02505102;0.336734694;0.078496815;196;1.57E-05;1456;8;0.000532646;0.398660919;6;2;1;1;0.75;0.25
9962e7039ce20adb9a4b62380b806260;Flamingo;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;NA;301;165577;0.046510393;4.651039326;0.845505618;0.121487387;356;0.000168815;418;3;0.00623195;0.197474849;1;2;2;0;0.333333333;0.666666667
99667225f663542c2bcd68675e4efeb9;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group;D_6__uncultured Bacteroidales bacterium;27;330;0.000242647;0.024264706;0.198529412;0.023205353;136;0.011523956;668;35;0.315864661;1.469177885;31;4;3;1;0.885714286;0.114285714
997102f8afa158a7d8d67bcff542e9f1;Meerkat;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;D_6__uncultured organism;14;37;8.41E-05;0.008409091;0.318181818;0.111505689;44;0.016035933;20;9;0.038670826;0.572974054;7;2;0;2;0.777777778;0.222222222
99717759855d8fbbc9559ea213c3adde;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 9;D_6__uncultured bacterium;43;938;0.000689706;0.068970588;0.316176471;0.05955769;136;0.012484172;14100;33;0.202349381;1.061699225;19;14;13;1;0.575757576;0.424242424
9976c8815a70129b4552fead34fd99d0;Human;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;uncultured bacterium;D_6__uncultured bacterium;25;148;6.49E-05;0.006491228;0.109649123;0.174810734;228;3.40E-05;477;6;0.010549298;0.199507981;3;3;0;3;0.5;0.5
997e2d254356d3fa6d9befbf9b41521a;Spinyrat;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;NA;47;691;0.000352551;0.035255102;0.239795918;0.042960562;196;2.20E-06;0;0;0;0;0;0;0;0;0;1
9988d478491c96696aa4d8a93ad9632f;Deer;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;NA;24;136;1.00E-04;0.01;0.176470588;0.099789453;136;0.011494642;1348;24;0.233362029;0.941294929;17;7;3;4;0.708333333;0.291666667
99a42f2521f83d08674a54275274a4e6;Spinyrat;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;24;226;0.000115306;0.011530612;0.12244898;0.118143722;196;1.57E-05;3752;4;0.000613195;0.07979053;4;0;0;0;1;0
99b0e6b63a474050d2681b84e9a1140d;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;D_6__uncultured rumen bacterium;45;965;0.000492347;0.049234694;0.229591837;0.049958362;196;1.57E-05;579;3;0.071218068;0.118909315;2;1;1;0;0.666666667;0.333333333
99bc8e0c2226c69cdd903977a297ed04;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;NA;52;1348;0.000687755;0.06877551;0.265306122;0.023279478;196;1.57E-05;0;1;3.13E-06;0.005222122;0;1;0;1;0;1
99bf5a4acf2688ff300cd30da775377f;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;D_6__uncultured bacterium;37;316;0.000232353;0.023235294;0.272058824;0.028557712;136;0.012289258;4398;26;0.209079417;0.874505972;21;5;4;1;0.807692308;0.192307692
99cd62f04bcf0a0543c2225d16204d0e;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;uncultured bacterium;D_6__uncultured bacterium;48;664;0.000488235;0.048823529;0.352941177;0.183554908;136;0.011283777;1758;31;0.268214205;1.332720444;19;12;8;4;0.612903226;0.387096774
99d8a7d8b5f3df08782753e6d8271fae;Human;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae FCS020 group;D_6__uncultured Clostridium sp.;60;384;0.000168421;0.016842105;0.263157895;0.031249762;228;4.20E-06;0;1;0;0.035445214;1;0;0;0;1;0
99deb3c5ecb022ec05609ebd1112a557;Meerkat;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;31;646;0.001468182;0.146818182;0.704545455;0.172952235;44;0.015784813;214;10;0.10099713;1.008576736;7;3;1;2;0.7;0.3
99e333b9a0daa9bd98e18b3c85ba10bb;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;D_6__uncultured bacterium;30;176;0.000129412;0.012941176;0.220588235;0.064082695;136;0.011279346;7;25;0.371247951;1.290922844;19;6;3;3;0.76;0.24
99e433a3ce4d5290445f668df2c9147e;Deer;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA;47;23000;0.016911765;1.691176471;0.345588235;0.206350666;136;0.010313273;0;15;0.139753421;0.796009973;12;3;3;0;0.8;0.2
99eb1dd7d98a7453c10876f01c95bacb;Human;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA;25;575;0.000252193;0.025219298;0.109649123;0.019372876;228;3.40E-05;427;2;1.64E-07;0.00398564;2;0;0;0;1;0
99ef34e997a13db7b21fd6ab1feece2e;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;D_6__uncultured bacterium;120;2184;0.001605882;0.160588235;0.882352941;0.031703652;136;0.011080671;12;18;0.145211291;0.885423006;13;5;4;1;0.722222222;0.277777778
99f72da1b3892819f3ad802221bf4a1a;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;D_6__uncultured bacterium;36;262;0.000192647;0.019264706;0.264705882;0.03486201;136;0.011955529;2679;27;0.3307651;1.462868845;22;5;3;2;0.814814815;0.185185185
99ff0ff405ef0b54bee4f1940903d098;Deer;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;D_6__gut metagenome;21;226;0.000166176;0.016617647;0.154411765;0.064646537;136;0.013159041;6259;26;0.143631539;0.859639697;20;6;4;2;0.769230769;0.230769231
9a0e474e7347d48c4a80c2bf5ee29373;Flamingo;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;uncultured;NA;59;853;0.000239607;0.023960674;0.165730337;0.266919452;356;0.00016909;164;4;0.216023006;0.259907132;4;0;0;0;1;0
9a1330f3427272c943c47558a7788b10;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group;D_6__uncultured bacterium;118;2358;0.001733824;0.173382353;0.867647059;0.030414274;136;0.011939707;1967;15;0.062007754;0.549516354;13;2;0;2;0.866666667;0.133333333
9a18d09aad2b0cfbeeef93fb36c10460;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;D_6__uncultured bacterium;29;306;0.000225;0.0225;0.213235294;0.064318386;136;0.012504171;4155;19;0.116715397;0.778809311;8;11;9;2;0.421052632;0.578947368
9a1c40472713a9888b3cdeb4d1ad8f6a;Meerkat;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;D_6__bacterium YE57;9;11;2.50E-05;0.0025;0.204545455;0.341289633;44;0.01908457;1183;10;0.109473243;0.799582916;6;4;1;3;0.6;0.4
9a1fe55cdc1d7a58b998f7cd2d809d96;Spinyrat;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales S24-7 group;NA;NA;39;2201;0.001122959;0.112295918;0.198979592;0.056508975;196;1.57E-05;0;1;0.000871053;0.044075273;1;0;0;0;1;0
9a2ffd61279a9b44f3488bec449c4984;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5;D_6__uncultured bacterium;20;196;1.00E-04;0.01;0.102040816;0.130129636;196;1.57E-05;1156;2;5.23E-07;0.099591542;2;0;0;0;1;0
9a4a5b7977e2e987ccdee834e27e8bcd;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-005;D_6__uncultured bacterium;73;1606;0.001180882;0.118088235;0.536764706;0.010274486;136;0.012259787;1073;29;0.168915053;0.998459406;19;10;7;3;0.655172414;0.344827586
9a4b3ef00ad7d86675cebabf7e9a2b76;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-004;D_6__uncultured bacterium;83;2260;0.001661765;0.166176471;0.610294118;0.013309293;136;0.011827368;3253;39;0.408357112;1.775858901;23;16;15;1;0.58974359;0.41025641
9a5dba4a886111ec768e9c459da3794d;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;D_6__uncultured Ruminococcaceae bacterium;50;406;0.000298529;0.029852941;0.367647059;0.043174815;136;0.01213919;9921;29;0.235849958;1.205921079;21;8;4;4;0.724137931;0.275862069
9a6bf55e3a7ca837e3ccf5d160557ff1;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;NA;56;1481;0.000755612;0.075561224;0.285714286;0.054226688;196;1.57E-05;1156;2;0.000127126;0.113446174;2;0;0;0;1;0
9a6d9de3fa5f52d5a1df422b8ecce459;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;NA;59;1166;0.000857353;0.085735294;0.433823529;0.015922604;136;0.012509999;8907;22;0.217549206;0.893049545;19;3;3;0;0.863636364;0.136363636
9a73a2713a8629575c550d4c5a5b1225;Spinyrat;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group;D_6__uncultured bacterium;75;4364;0.002226531;0.222653061;0.382653061;0.064239168;196;1.57E-05;0;1;2.99E-06;0.066132547;1;0;0;0;1;0
9a858ccbdedcc9ddccaea0f2eaac53dc;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;NA;22;196;0.000144118;0.014411765;0.161764706;0.035348383;136;0.011999186;1735;35;0.211027925;1.189486768;27;8;2;6;0.771428571;0.228571429
9aa5a0c0b33e2262d8c2389895b61763;Spinyrat;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allobaculum;D_6__uncultured bacterium;58;967;0.000493367;0.049336735;0.295918367;0.031542287;196;2.20E-06;0;0;0;0;0;0;0;0;0;1
9aa5e95764f30a01f36740fc158c95b9;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;16;75;5.51E-05;0.005514706;0.117647059;0.023642074;136;0.010864499;727;18;0.189242766;0.888050806;8;10;4;6;0.444444444;0.555555556
9aa8cb1895ce40b2751d1ba2454b0525;Human;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;86;394;0.000172807;0.017280702;0.377192983;0.043583262;228;3.40E-05;0;1;1.86E-05;0.021092043;1;0;0;0;1;0
9ac2be92c74c459c5a923f5a15e7f49b;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;D_6__uncultured bacterium;27;156;7.96E-05;0.007959184;0.137755102;0.127061459;196;1.57E-05;572;3;9.29E-05;0.169373771;2;1;0;1;0.666666667;0.333333333
9acebaacf6066ce06eeb2400d1d83585;Meerkat;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1;D_6__Clostridium perfringens;6;624;0.001418182;0.141818182;0.136363636;0.003815556;44;0.019510424;728;8;0.071442548;0.502551588;5;3;3;0;0.625;0.375
9ae9de25f4f2966c77f0f2c2f93890d7;Stint;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;59;5601;0.005774227;0.57742268;0.608247423;0.006441963;97;0.000322217;3225;12;0.145702947;0.928342059;12;0;0;0;1;0
9b1f607e2999d8cdb143442fc46cc95d;Stint;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;NA;11;347;0.000357732;0.035773196;0.113402062;0.003146469;97;0.000321605;0;1;1.91E-05;0.008090523;1;0;0;0;1;0
9b246704c158505ed28acf5f6b96c521;Spinyrat;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;uous_taxa;Ambiguous_taxa;33;618;0.000315306;0.031530612;0.168367347;0.049624681;196;2.20E-06;0;0;0;0;0;0;0;0;0;1
9b29e27cf7f2cfb78b60539bd2c1ca48;Meerkat;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;9;40;9.09E-05;0.009090909;0.204545455;0.027132555;44;0.019726961;4132;8;0.030897884;0.414512721;4;4;2;2;0.5;0.5
9b29f132bad038ea5073bcc11604f53a;Spinyrat;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales S24-7 group;NA;NA;183;16259;0.008295408;0.829540816;0.933673469;0.023438172;196;1.57E-05;1151;9;0.204025493;0.499897936;8;1;1;0;0.888888889;0.111111111
9b3b03c9739a56404626f81b6f4aa70a;Deer;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;uncultured;D_6__uncultured Firmicutes bacterium;21;179;0.000131618;0.013161765;0.154411765;0.260133753;136;0.011210542;0;20;0.328990319;1.610434165;14;6;5;1;0.7;0.3
9b42d60b0fe37d98c95da54883a96291;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;D_6__uncultured bacterium;86;647;0.000475735;0.047573529;0.632352941;0.084779126;136;0.012324444;10534;21;0.236434025;1.119561021;19;2;1;1;0.904761905;0.095238095
9b6acfb0708fe91f75081d6801659932;Meerkat;Firmicutes;Clostridia;Clostridiales;Family XIII;Family XIII AD3011 group;NA;6;9;2.05E-05;0.002045455;0.136363636;0.041685259;44;0.020407225;3371;13;0.167524403;1.337595471;8;5;0;5;0.615384615;0.384615385
9b77dff5092b81fadb32c26b2615b882;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4B4 group;D_6__uncultured bacterium;32;138;0.000101471;0.010147059;0.235294118;0.086734244;136;0.012275484;11995;35;0.324171505;1.707568021;26;9;1;8;0.742857143;0.257142857
9b8a8b56747a9823a8688148f4ea3d6a;Stint;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;D_6__Streptococcus salivarius subsp. thermophilus;13;310;0.000319588;0.031958763;0.134020619;0.342160229;97;0.000321272;0;3;0.026460043;0.108014691;3;0;0;0;1;0
9b949fd60aa7471327409d848807f453;Meerkat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;NA;12;76;0.000172727;0.017272727;0.272727273;0.270211353;44;0.018138233;274;12;0.168532545;1.258883879;11;1;1;0;0.916666667;0.083333333
9ba23d70c0ca5a0060a146ccd0a8bae9;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;47;633;0.000465441;0.046544118;0.345588235;0.025808042;136;0.012018875;5030;39;0.435319941;1.922163177;25;14;9;5;0.641025641;0.358974359
9bb276530d60c2d320b7fd8bc8cf8613;Deer;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;NA;NA;90;1378;0.001013235;0.101323529;0.661764706;0.052919388;136;0.012318787;2440;19;0.199269782;0.99271373;10;9;4;5;0.526315789;0.473684211
9bb32948f73eb55491fa5ee38c812490;Mouselemur;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;D_6__uncultured bacterium;43;3767;0.00206978;0.206978022;0.236263736;0.005800943;182;3.25E-05;13;4;2.12E-17;0.336266199;2;2;2;0;0.5;0.5
9bbe4250ceecf14b42f34cd3663a7aed;Human;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;NA;35;889;0.000389912;0.038991228;0.153508772;0.027348157;228;3.40E-05;846;2;2.30E-06;0.076951093;2;0;0;0;1;0
9c0880e712a12eb11ff1ec118706562e;Meerkat;Cyanobacteria;Melainabacteria;Gastranaerophilales;uncultured bacterium;uncultured bacterium;D_6__uncultured bacterium;9;230;0.000522727;0.052272727;0.204545455;0.096558498;44;0.0194934;1251;11;0.053680098;0.627069766;8;3;2;1;0.727272727;0.272727273
9c141e0c187734bdd5a33f7ccdfda0bd;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;NA;83;1525;0.001121324;0.112132353;0.610294118;0.016900204;136;0.011694318;519;34;0.195386476;1.22020595;15;19;17;2;0.441176471;0.558823529
9c3fc3134b038aecad859b8460578690;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;16;158;0.000116176;0.011617647;0.117647059;0.029958892;136;0.01142564;9;30;0.362787842;1.522929457;18;12;9;3;0.6;0.4
9c41122e8cd9ebc0950ee4b09fa0dc75;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;NA;64;459;0.0003375;0.03375;0.470588235;0.020083739;136;0.012367827;17650;26;0.202659499;1.258260689;17;9;3;6;0.653846154;0.346153846
9c4f51755c52fb035a572c25fc8f5b1e;Spinyrat;Cyanobacteria;Melainabacteria;Gastranaerophilales;uncultured rumen bacterium;uncultured rumen bacterium;D_6__uncultured rumen bacterium;122;2457;0.001253571;0.125357143;0.62244898;0.08259296;196;1.57E-05;0;1;6.01E-07;0.005011704;0;1;1;0;0;1
9c55e3fc1f7295b37fea7de691540de0;Flamingo;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;D_6__uncultured organism;49;471;0.000132303;0.013230337;0.137640449;0.160429407;356;0.000168896;132;4;0.238729219;0.437303078;4;0;0;0;1;0
9c5e9a1bce4cb67b35f8d260c028dd5f;Deer;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;NA;26;420;0.000308824;0.030882353;0.191176471;0.017451284;136;0.01184809;16808;37;0.273786308;1.222239853;23;14;11;3;0.621621622;0.378378378
9c6319086e35fcbf47379465f627960e;Spinyrat;Cyanobacteria;Melainabacteria;Gastranaerophilales;uncultured bacterium;uncultured bacterium;D_6__uncultured bacterium;23;689;0.000351531;0.035153061;0.117346939;0.069909683;196;1.57E-05;1986;4;0.000830377;0.157230112;3;1;0;1;0.75;0.25
9c6c08e7e26cb6d7098e9bb2fa28943a;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;uncultured;NA;31;132;9.71E-05;0.009705882;0.227941177;0.190322993;136;0.01176841;1440;33;0.244703496;1.220580998;21;12;1;11;0.636363636;0.363636364
9c782dc640de8ecf83bef9fa1bf63ad0;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter;D_6__uncultured bacterium;75;515;0.000378676;0.037867647;0.551470588;0.057532924;136;0.012280058;3581;24;0.199051096;1.149264677;15;9;6;3;0.625;0.375
9c804f3d76b861e98e017e380f2f04df;Human;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-004;NA;118;1374;0.000602632;0.060263158;0.51754386;0.041831229;228;3.40E-05;1130;10;0.008561522;0.453871605;8;2;2;0;0.8;0.2
9c92e90bf1d53018363d61fd13d20226;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;D_6__uncultured Ruminococcaceae bacterium;18;110;8.09E-05;0.008088235;0.132352941;0.031434834;136;0.010765551;2599;25;0.221699994;1.114364997;19;6;1;5;0.76;0.24
9c9606630ce58c52632440ddb93fddbf;Stint;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;14;425;0.000438144;0.043814433;0.144329897;0.239628914;97;0.00032084;157;4;0.000600376;0.371525205;4;0;0;0;1;0
9c97f9938bc7924ba925a7aad6302b98;Spinyrat;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;uncultured bacterium;D_6__uncultured bacterium;39;138;7.04E-05;0.007040816;0.198979592;0.176061315;196;1.57E-05;1447;2;0.003290778;0.006576002;2;0;0;0;1;0
9c9ef5ee71f9d754daffe0a87cbef811;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4B4 group;D_6__uncultured bacterium;30;168;0.000123529;0.012352941;0.220588235;0.082890962;136;0.010484141;1667;26;0.169577605;0.93714142;23;3;2;1;0.884615385;0.115384615
9ca16919b367f73d91ecf1b3d61d801e;Meerkat;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;13;256;0.000581818;0.058181818;0.295454546;0.007147007;44;0.019434839;480;11;0.099588558;1.40596936;7;4;1;3;0.636363636;0.363636364
9ca567c0023171825e88c3a3176cb131;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;D_6__uncultured bacterium;67;447;0.000328676;0.032867647;0.492647059;0.247379888;136;0.012837266;13423;28;0.272948198;1.241128969;19;9;1;8;0.678571429;0.321428571
9cb01763ff141478470793f219f85929;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;uncultured bacterium;D_6__uncultured bacterium;18;41;3.01E-05;0.003014706;0.132352941;0.223152579;136;0.011237332;388;22;0.121410777;0.588590106;19;3;0;3;0.863636364;0.136363636
9cb130fa378c226b8bf296ed342a3e62;Human;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;NA;76;294;0.000128947;0.012894737;0.333333333;0.13219156;228;3.40E-05;0;2;0.011722465;0.080787669;1;1;0;1;0.5;0.5
9cb43ce04d7e56588918cae22a4b2f17;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-004;D_6__uncultured Bacteroidales bacterium;43;648;0.000476471;0.047647059;0.316176471;0.04088868;136;0.011783277;7007;24;0.224134539;0.971379895;17;7;7;0;0.708333333;0.291666667
9cca219ac7e1d9722ab63545dc219ecd;Carollia;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA;44;13034;0.008095652;0.809565217;0.273291926;0.152556342;161;0.000756454;0;3;0.003261599;0.250950062;3;0;0;0;1;0
9ce182af3360cf7b991ed67af23ecc61;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;31;448;0.000329412;0.032941176;0.227941177;0.03179286;136;0.011179871;17;22;0.118803606;0.643499592;17;5;4;1;0.772727273;0.227272727
9cf5ae3734cb77641d3c14ac4b23378e;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;D_6__uncultured bacterium;30;145;0.000106618;0.010661765;0.220588235;0.102520461;136;0.011823977;1337;30;0.414789735;1.639912489;23;7;1;6;0.766666667;0.233333333
9cfe8b63ebd5103c6c0f9cf59ae0b475;Stint;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;D_6__uncultured bacterium;13;169;0.000174227;0.01742268;0.134020619;0.008042838;97;0.000320513;482;3;0.000200152;0.084930588;3;0;0;0;1;0
9d2a55480c1cd54eacfb0243d4562261;Human;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 1;D_6__uncultured bacterium;24;503;0.000220614;0.022061404;0.105263158;0.13660592;228;3.40E-05;25;4;0.003339199;0.109234231;4;0;0;0;1;0
9d46b773e6bbcff091406c2a1c5a1f4f;Stint;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;NA;12;273;0.000281443;0.02814433;0.12371134;0.002332518;97;6.94E-06;0;0;7.23E-19;0;0;0;0;0;0;1
9d498810dc58bc72f751c4a78ae436c3;Human;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;NA;26;313;0.000137281;0.01372807;0.114035088;0.057366163;228;3.40E-05;0;2;0.002717568;0.201035014;2;0;0;0;1;0
9d4f3cd584605518902e3d133e028c3c;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5;D_6__uncultured bacterium;76;729;0.000371939;0.037193878;0.387755102;0.15060826;196;1.57E-05;72;3;0.001475698;0.245889825;3;0;0;0;1;0
9d5054752ed33d6a22bd0f96b5618b1c;Meerkat;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;18;74;0.000168182;0.016818182;0.409090909;0.037424606;44;0.018035851;328;7;0.04722231;0.427052738;4;3;0;3;0.571428571;0.428571429
9d583502f595e3a521989b645d50e327;Meerkat;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;D_6__Bacteroides sp. Smarlab 3302398;6;11;2.50E-05;0.0025;0.136363636;0.087568456;44;0.018611716;170;4;0.024585384;0.480560754;4;0;0;0;1;0
9d5ea5797d6dc1307a7a790faca85784;Deer;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella;D_6__uncultured bacterium;16;109;8.01E-05;0.008014706;0.117647059;0.018096768;136;0.011369079;3594;23;0.302761694;1.339940397;15;8;6;2;0.652173913;0.347826087
9d6286cb312a3a6aad1b47950e821cdc;Human;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-003;D_6__uncultured bacterium;97;578;0.000253509;0.025350877;0.425438597;0.049452287;228;3.40E-05;1;5;0.001779109;0.226079329;3;2;0;2;0.6;0.4
